20,25
31,44
5,57
40,60
4,66
10,61
17,46
32,2
59,26
14,31
15,4
55,2
54,61
17,57
63,57
25,16
5,43
59,50
16,29
9,50
16,51
47,5
67,56
11,4
59,14
49,52
37,25
4,11
52,13
25,37
16,20
40,17
21,17
57,47
19,1
58,44
57,17
17,43
26,25
49,7
28,23
1,51
43,5
33,47
30,49
64,43
7,49
35,49
11,8
50,37
14,7
12,19
48,19
31,9
28,34
9,37
18,8
23,45
36,43
22,2
56,8
57,5
13,49
24,23
10,22
39,2
2,10
20,41
54,10
30,35
64,57
56,15
61,54
10,55
58,13
8,27
48,1
13,30
56,65
24,42
6,7
52,53
19,3
44,9
12,34
45,38
17,67
49,35
63,55
29,20
2,54
66,27
64,55
36,64
58,53
36,46
34,42
58,31
56,3
65,40
15,26
65,66
61,28
43,64
0,11
38,24
26,50
53,58
21,33
32,39
65,15
5,46
16,26
64,36
67,17
3,67
45,24
37,50
35,30
25,20
48,12
1,3
8,66
4,8
19,48
54,22
50,14
47,61
9,44
40,46
15,66
18,27
32,10
37,59
35,7
25,29
48,3
56,67
26,4
29,25
40,15
2,61
29,51
7,30
41,16
55,32
59,37
42,23
6,49
8,4
7,52
63,43
33,12
40,65
43,60
26,15
50,26
41,25
33,5
38,34
13,52
50,59
54,55
55,54
6,35
47,28
67,19
39,32
25,26
13,7
37,26
11,27
0,4
12,28
62,18
22,39
23,38
32,22
65,56
44,14
23,28
43,57
39,55
0,27
18,66
51,16
27,11
28,12
52,49
32,55
46,43
53,52
22,10
31,53
45,34
0,18
1,19
51,25
39,10
29,16
31,14
19,12
28,33
5,33
18,11
42,38
14,9
48,51
21,67
52,7
24,34
3,16
19,21
7,14
66,8
34,33
15,65
67,21
33,28
6,59
36,63
10,54
38,23
49,13
39,22
13,31
46,60
47,57
20,29
57,46
64,63
63,64
55,39
33,21
6,50
12,33
60,43
59,6
34,12
11,18
12,21
62,27
58,52
41,20
67,3
29,41
10,2
66,65
2,22
30,13
22,55
41,29
65,8
5,47
3,51
16,25
66,15
21,12
60,57
8,15
37,41
9,14
62,35
1,12
8,65
4,15
22,32
20,16
18,0
57,43
60,46
43,46
61,47
0,62
53,13
54,2
11,66
23,34
47,33
28,47
27,66
23,24
17,40
38,42
61,2
51,20
1,48
49,30
4,27
2,55
31,13
46,17
30,52
61,33
44,31
38,45
44,53
62,0
51,29
52,30
14,44
53,31
27,4
51,3
7,13
42,24
41,37
35,59
42,34
36,60
45,23
34,28
60,17
63,36
14,13
62,11
15,8
26,16
24,38
46,57
55,22
3,20
53,44
66,4
21,19
46,5
44,13
42,45
60,40
34,23
35,6
9,31
45,42
27,18
50,6
24,45
20,51
3,29
27,8
30,7
